mol_index,smiles,assembly_index,current_pg,current_order,trusted_pg,trusted_order,tolerance,exact_label_match,order_match,order_abs_delta,current_pg_coarse,trusted_pg_coarse,coarse_label_match,coarse_order_match
109150,[H]C1=C([H])[C@]2([H])[N@H+](C([H])([H])[H])[C@@]1([H])[C@]2([H])C([H])([H])C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
27034,[H][N-]C1=C([H])C(C([H])([H])[H])=C([H])NC([H])=N1,6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
27407,[H]c1c(C([H])([H])[H])oc(=O)c([H])c1N([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
77873,[H]C1=C([H])[C@]2(C([H])([H])[H])[C@@]3([H])[N@@H+](C([H])([H])[H])[C@]2([H])[C@@]13[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
95428,[H]C([H])([H])[NH2+]C1OC(=O)N(C([H])([H])[H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
73,[H]N(C(=O)C([H])([H])[H])C([H])([H])[H],3.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
36900,[H]C1([H])C([H])([H])C([H])([H])[C@]2([H])[C@]3([H])O[C@]3([H])[C@]2([H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
2344,[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])OC1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
14614,[H][C+]([NH2+]C([H])([H])[H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
4972,[H][N-]c1n[c+]([H])oc([H])c1N([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
9007,[H]C([H])([H])[NH2+]C(OC([H])([H])C#N)C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
32271,[H]Oc1c([H])c([H])n([H])c1C([H])([H])OC([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
35753,[H]C([H])(C#N)[N@H+]1[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]12[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
20748,[H]OC([H])([H])c1nnn(C([H])([H])[H])c1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
2686,[H]C(=O)C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
131192,[H]c1nc(F)nc(N([H])C([H])([H])[H])n1,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
107435,[H]OC([H])([H])C1=C([H])[C@]2([H])C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
51658,[H]C#CC([H])([H])C([H])([H])C#CC#CC([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
7401,[H]OC1(C#CC([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
35859,[H]C#CC([H])([H])[N@@H+]1C([H])([H])[C@]2([H])O[C@]2([H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
124595,[H]C(=O)n1nnc(C([H])([H])C([H])([H])[H])c1[H],8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
25588,[H]Oc1nc([H])n(C(=O)N([H])[H])c1[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
9025,[H]C([H])([H])C([H])([H])C#CC(=O)C([H])([H])C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
44871,[H]C1([H])N=C(C2([H])C([H])([H])C2([H])[H])OC1=O,8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
115341,[H]C([H])([H])OC([H])([H])C#CC([H])([H])[NH+]1C([H])([H])C1([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
7511,[H]OC(=O)C1(N([H])[H])C([H])([H])N([H])C1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28659,[H]c1nc([H])c([H])c(=O)c(N([H])[H])c1[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
30278,[H]Oc1c(C([H])([H])[H])c(N([H])C([H])([H])[H])n([H])c1[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
5897,[H]C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
32217,[H]c1nc([H])n([H])c1N[C+]([H])OC([H])([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
123385,[H]/N=C(\[H])N([H])c1nnoc1C([H])([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
121586,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
97170,[H]C([H])([H])OC(=O)[C@]1([H])[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
119811,[H]C(=O)N(/C([H])=N/C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
113627,[H]OC([H])([H])C1([H])C([H])([H])OC(=O)OC1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
5022,[H]c1c(C([H])([H])[H])c(C([H])([H])[H])c(N([H])[H])n1[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
5940,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
3037,[H]C([H])([H])C([H])([H])C#CC1([H])C([H])([H])C1([H])[H],4.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
41389,[H]C1=C(\[H])C([H])([H])OC([H])([H])OC([H])([H])/C=C\1,5.0,C2,2,C1,1,0.5,False,False,1,C2,LOW_SYM,False,False
128032,[H]C(=O)Oc1nn([H])c(N([H])[H])c1[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
25375,[H]c1nc(C([H])([H])C#CC([H])([H])[H])n([H])c1[H],8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
58882,[H]C1=C(NC([H])(C([H])([H])[H])C([H])([H])[H])OC([H])([H])[C-]1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
127661,[H]c1nn(C([H])([H])C(=O)N([H])[H])nc1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
8908,[H]C#CC(=O)C([H])([H])C#CC([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
4528,[H]c1nc(C([H])([H])[H])c([H])nc1N([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
37848,[H][C-]1[C@@H]2C([H])([H])[C@@]3([H])[N@@H+]4[C@]([H])([C@]1([H])C3([H])[H])[C@]24[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
6979,[H][N-]C(C#CC([H])([H])[H])OC([H])=O,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
26744,[H]C(=O)N([H])c1oc([H])c([H])c1C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
29484,[H]Oc1c(C#N)c([H])c([H])n1C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
107206,[H][N-]C1OC(=O)C([H])=C1C([H])([H])O[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
127868,[H]c1nn([H])c(N2C([H])([H])C2([H])[H])c1N([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
127481,[H][N-]C1=C([H])C([H])=C([N-][H])C([H])=NO1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
23920,[H]C1=C([H])[C@@H]2[N@@H+]3[C@H]1C([H])=C([H])[C@]3([H])C2([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
6272,[H]N([H])C(=O)OC([NH2+]C([H])([H])[H])C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
11711,[H]C([H])([H])N1C(=O)C2(C1([H])[H])C([H])([H])C2([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
123571,[H]C(=O)Oc1noc(C([H])([H])[H])c1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
11780,[H]C1([H])OC2(C([H])([H])C1=O)C([H])([H])C2([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
1053,[H]OC([H])([H])c1nc([H])c([H])o1,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
22205,[H]C#C/C(=N\O[H])C([H])([H])C#CC([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
21368,[H]N([H])c1nnoc(=O)n1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
522,[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],3.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
95920,[H]/C(=N\C([H])([H])[H])N([H])C(=O)N1C([H])([H])C1([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
130499,[H]Oc1nc(F)nc(C([H])([H])[H])n1,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
123384,[H]/N=C(\[H])N([H])c1nnn([H])c1C([H])([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
29588,[H]c1c2c(n(C([H])([H])[H])c1[H])OC([H])([H])O2,7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
127184,[H][C+](NN)C(=O)OC([H])([H])C#N,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28408,[H][N-]C1=C([H])N=C(C([H])([H])[H])NC([H])=C1[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
1703,[H]OC1(C#N)C([H])([H])OC1([H])[H],4.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
25561,[H]c1oc(N([H])[H])nc1C(=O)N([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
64090,[H]OC1(C2(C([H])=O)C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
25667,[H][N-]C(Oc1nc([H])oc1[H])C([H])([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
83175,[H][N-]C1[NH+](C([H])([H])[H])[C+]([H])[NH2+]C12C([H])([H])C2([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
67085,[H]C(=O)[C@]12C([H])([H])C([H])([H])[C@](C([H])([H])[H])(C1([H])[H])C2([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
43999,[H]C#C[C@]12C([N-][H])O[C@]([H])(C1([H])[H])C2([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
62425,[H]OC1(C([H])=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
115364,[H]C#CC#CC(=O)C([H])([H])C([H])([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
345,[H]C#CC(=O)N([H])C([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
47830,[H]C1=C([H])[C@]2(C([H])=O)C([H])([H])[N@H+](C1([H])[H])C2([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
27334,[H]C#Cc1oc(O[H])nc1N([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
130906,[H]c1nc(F)c(F)c(N([H])[H])c1[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28266,[H]C#CC([H])([H])c1nc([H])c(C([H])([H])[H])n1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126344,[H]C#Cc1c([H])nn([H])c1N([H])C([H])([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
11260,[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
66951,[H][N-]C1O[C@]2(C([H])([H])[H])C([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
128137,[H]/N=C(\[H])N([H])c1noc([H])c1N([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
88484,[H]C([H])([H])N1C(=O)OC2(C1([H])[H])C([H])([H])C2([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
131323,[H]c1nc(=O)n(C([H])([H])[H])nc1F,8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28238,[H]C#Cc1nc([H])c(N([H])[H])c([H])c1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
25206,[H][N-][C+]([H])Oc1c([H])oc(=O)n1[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
50201,[H][N-][C+]([H])OC1(C#N)C([H])([H])C([H])([H])C1([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
125889,[H]c1oc2c(c([H])nn2C([H])([H])[H])c1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
48953,[H]C(=O)N1C([H])=C([H])C([H])=C([H])C([H])=C1[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
32442,[H]c1nc(OC([H])([H])C([H])([H])[H])oc1N([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
29215,[H][N-]c1oc(O[H])c(N([H])[H])[n+]1C([H])([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
45415,[H]C#CC1(C#C[H])C(=O)C([H])([H])C1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
131142,[H]C1=C([H])C([H])=C(F)C([NH2+]C([H])([H])[H])O1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
124936,[H]c1onc(OC([H])([H])C([H])([H])C([H])([H])[H])c1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
73351,[H]N([H])C1[NH2+]C2(C([H])([H])O1)C([H])([H])OC2([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
4245,[H][N-]C1=C([H])C(O[H])OC([H])=N1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
123306,[H]C(=O)C([H])([H])c1c(C([H])([H])[H])nnn1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
129610,[H]Oc1noc(OC([H])=O)c1[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
118164,[H]N1C(=O)C([H])([H])N=C1C([H])([H])C([H])([H])C([H])([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
131105,[H]c1c(NC([H])([H])[H])nc([H])[n+]([H])c1F,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
128268,[H]C1=C([H])C([H])([H])n2nc(N([H])[H])c([H])c21,6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
101175,[H]N([H])C(=O)N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
34,[H]C(=O)C([H])([H])C([H])([H])[H],2.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28429,[H]c1nc([H])c(=O)c([H])nc1N([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
106245,[H]C([H])([H])O[C@@]12C([H])([H])[N@H+]3[C@@]([H])(C1([H])[H])[C@@]3([H])C2([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
123720,[H][N-]c1nc(C([H])([H])[H])c(N([H])[H])n[n+]1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
107146,[H]C(=O)C1=C(N([H])C([H])([H])[H])C([H])([H])OC1([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
3826,[H]Oc1noc(N([H])[H])c1[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
76308,[H]O[C@]1([H])[C@@]2(C([H])([H])[H])O[C@]1(C([H])([H])[H])C([H])=C2[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
11223,[H]N1C(=O)C([H])([H])C([H])([H])C1[NH2+]C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
53071,[H]N([H])C(=O)C(C#N)(C#N)C([H])([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
23900,[H]c1c([H])c([H])n(C([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
123910,[H]C#CC([H])([H])c1nc(C([H])([H])[H])nn1[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
115217,[H]C#CC(=O)C#CC([H])([H])OC([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28636,[H]c1nc([H])c(=O)c(N([H])[H])c([H])c1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
52866,[H]C(=O)C#CC#CC(=O)C([H])([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
3040,[H]OC([H])([H])C#CC1([H])C([H])([H])C1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
128291,[H]c1nn2c(N([H])[H])nnc2o1,7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
31265,[H]OC([H])([H])c1nc(N([H])C([H])([H])[H])n([H])c1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
131628,[H]OC1(C(F)(F)F)C([H])([H])C([H])([H])C1([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
1918,[H]O[C@]12C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
38063,[H]C1([H])[C@@]2([H])C([H])([H])[C@@]3([H])O[C@]1([H])[C@@]1([H])[C@]2([H])[C@]13[H],5.0,Cs,2,D1d,3,0.5,False,False,1,LOW_SYM,D1d,False,False
26893,[H]c1oc(C([H])([H])[H])c2c1C([H])([H])C([H])([H])O2,6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
127454,[H]C#CC([H])([H])[n+]1nc([H])oc1[N-][H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
75413,[H]C#CC(=O)[C@@]1([H])[C@@]([H])(O[H])[C@@]1([H])O[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
47252,[H]C(=O)C#CC([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
103957,[H]C1=C([H])C([H])([H])C(C#N)(C([H])([H])C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
120623,[H]C([H])([H])C([H])([H])OC([H])([H])[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
20795,[H]Oc1nn(C([H])([H])[H])c(C([H])([H])[H])c1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
131462,[H]N([H])c1nc(F)c(=O)n([H])n1,8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
7192,[H]/N=C(\[H])N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
109824,[H]C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])[C@]2([H])[C@]2([H])C([H])([H])[C@]12[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
27324,[H]N([H])c1nc(C([H])([H])[H])n([H])c1C#N,7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
131448,[H]N([H])c1nc(=O)n([H])nc1F,8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
1182,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
30938,[H]c1nc(C([H])([H])C([H])([H])[H])nc(=O)n1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
97498,[H]C#CC(=O)N([H])/C(=N\[H])N([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
26574,[H]Oc1c(C([H])=O)c(N([H])[H])c([H])n1[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
31885,[H]C#Cc1nc(C([H])([H])C([H])([H])[H])c([H])o1,8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
128165,[H]Oc1nc(N([H])[H])n(C([H])=O)n1,7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
119940,[H]/N=C(/C(=O)C([H])([H])C([H])([H])OC([H])([H])[H])N([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
32506,[H]c1nc([H])c(OC([H])([H])C([H])([H])[H])c([H])c1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
31716,[H]OC([H])([H])c1c([H])c([H])nc([H])c1C([H])([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
26588,[H]c1nc(C2([H])C([H])([H])C2([H])[H])c(C([H])([H])[H])o1,8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
275,[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],4.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
115397,[H]C([H])([H])C([H])([H])C([H])([H])C(=O)C(=O)C#N,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126089,[H]c1nn([H])nc1/C(=N/C([H])([H])[H])N([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
26246,[H]c1c(N([H])[H])c(C([H])([H])[H])c(=O)n([H])c1[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
89097,[H]C(=O)N1[C@@]2([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]12[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
95623,[H][N-]C1[NH+](C([H])([H])[H])C([NH2+]C([H])([H])[H])OC1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
128432,[H]N([H])c1noc(=O)c(N([H])[H])n1,7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
30382,[H]Oc1c([H])c(C([H])([H])[H])c(N([H])C([H])([H])[H])n1[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
124655,[H]n1c(C([H])([H])C([H])([H])[H])nn(C([H])([H])[H])c1=O,7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
96889,[H]C([H])([H])OC(=O)N(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28511,[H]Oc1c(N([H])[H])c([H])c([H])c([H])c1N([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
